timestamp,open,high,low,close,volume
2023-01-01 00:00:00,16541.77,16559.77,16508.39,16533.04,15515.82327
2023-01-01 04:00:00,16533.04,16550.0,16499.01,16526.19,16532.24115
2023-01-01 08:00:00,16525.7,16557.0,16505.2,16556.66,15915.96701
2023-01-01 12:00:00,16556.66,16572.94,16533.68,16558.73,15046.09096
2023-01-01 16:00:00,16558.73,16623.65,16558.0,16603.08,18532.64857
2023-01-01 20:00:00,16603.53,16628.0,16586.24,16616.75,15382.64278
2023-01-02 00:00:00,16617.17,16707.25,16548.7,16661.94,19463.4751
2023-01-02 04:00:00,16662.38,16769.51,16619.44,16721.28,26026.88178
2023-01-02 08:00:00,16721.27,16772.01,16704.07,16735.11,23267.94119
2023-01-02 12:00:00,16735.51,16750.0,16669.15,16734.66,21747.21491
2023-01-02 16:00:00,16734.66,16739.64,16707.12,16737.56,12314.73653
2023-01-02 20:00:00,16737.56,16799.23,16660.51,16672.87,19068.3224
2023-01-03 00:00:00,16672.78,16706.14,16647.81,16691.81,20183.45596
2023-01-03 04:00:00,16691.81,16778.4,16681.79,16729.74,21434.34333
2023-01-03 08:00:00,16730.15,16766.0,16698.15,16721.03,25576.16376
2023-01-03 12:00:00,16721.42,16773.0,16617.79,16676.94,42131.78382
2023-01-03 16:00:00,16677.54,16688.2,16605.28,16643.37,29519.13275
2023-01-03 20:00:00,16643.77,16695.0,16640.4,16675.18,20696.65771
2023-01-04 00:00:00,16675.65,16877.65,16652.66,16862.02,41904.57254
2023-01-04 04:00:00,16862.61,16910.98,16840.36,16869.44,30270.2531
2023-01-04 08:00:00,16869.49,16919.0,16831.13,16835.35,30320.64004
2023-01-04 12:00:00,16835.35,16863.09,16765.3,16854.05,40843.05953
2023-01-04 16:00:00,16853.55,16991.87,16787.85,16842.36,52076.35176
2023-01-04 20:00:00,16842.32,16869.56,16777.0,16850.36,24947.31165
2023-01-05 00:00:00,16850.36,16878.18,16807.72,16827.71,21763.76721
2023-01-05 04:00:00,16827.71,16849.37,16789.87,16823.64,21213.55835
2023-01-05 08:00:00,16823.05,16839.0,16780.75,16833.6,26296.22105
2023-01-05 12:00:00,16833.6,16879.82,16753.0,16842.94,41963.23448
2023-01-05 16:00:00,16842.94,16875.5,16800.5,16863.85,30157.4645
2023-01-05 20:00:00,16864.29,16873.52,16818.91,16831.85,22079.32082
2023-01-06 00:00:00,16831.85,16872.57,16802.01,16833.56,22896.56633
2023-01-06 04:00:00,16833.56,16837.87,16779.96,16794.06,24759.51652
2023-01-06 08:00:00,16794.33,16812.22,16709.88,16738.22,29976.56156
2023-01-06 12:00:00,16738.74,16849.0,16679.0,16840.82,52584.91113
2023-01-06 16:00:00,16840.1,16965.41,16805.04,16939.91,42771.69765
2023-01-06 20:00:00,16940.41,17041.0,16886.21,16950.65,34412.03096
2023-01-07 00:00:00,16950.31,16981.91,16930.46,16952.46,17943.00432
2023-01-07 04:00:00,16952.73,16954.45,16922.14,16948.09,15480.43183
2023-01-07 08:00:00,16948.18,16954.95,16908.07,16918.3,18936.72265
2023-01-07 12:00:00,16918.3,16947.7,16908.0,16940.42,20650.09476
2023-01-07 16:00:00,16940.6,16946.13,16916.0,16944.05,16073.99982
2023-01-07 20:00:00,16944.05,16951.92,16929.46,16943.57,15442.31542
2023-01-08 00:00:00,16943.83,16955.0,16911.0,16944.02,18295.79671
2023-01-08 04:00:00,16944.02,16957.12,16933.26,16953.77,14667.61069
2023-01-08 08:00:00,16953.77,16967.67,16925.05,16927.42,20434.41029
2023-01-08 12:00:00,16927.42,17019.79,16920.37,17000.43,23086.53831
2023-01-08 16:00:00,17000.43,17022.08,16916.1,16927.25,23557.66783
2023-01-08 20:00:00,16927.25,17176.99,16924.41,17127.83,35113.87312
2023-01-09 00:00:00,17127.83,17252.6,17104.66,17197.0,50799.16414
2023-01-09 04:00:00,17197.0,17262.56,17180.0,17198.48,33546.34885
2023-01-09 08:00:00,17198.01,17285.48,17186.95,17238.93,38468.19722
2023-01-09 12:00:00,17239.47,17335.35,17190.74,17268.49,50514.03168
2023-01-09 16:00:00,17268.49,17398.8,17268.02,17293.69,52520.91466
2023-01-09 20:00:00,17294.19,17313.3,17128.0,17178.26,40362.87068
2023-01-10 00:00:00,17179.04,17235.0,17146.34,17205.72,30946.1691
2023-01-10 04:00:00,17205.31,17233.91,17189.15,17203.2,25989.57305
2023-01-10 08:00:00,17203.2,17286.02,17187.73,17252.89,31083.00421
2023-01-10 12:00:00,17252.89,17375.0,17212.14,17327.7,57523.3681
2023-01-10 16:00:00,17327.7,17456.07,17282.0,17432.85,43079.81645
2023-01-10 20:00:00,17432.85,17499.0,17403.73,17440.66,32760.4949
2023-01-11 00:00:00,17440.64,17510.0,17366.58,17416.14,31946.4848
2023-01-11 04:00:00,17416.49,17462.99,17388.0,17446.65,29726.8908
2023-01-11 08:00:00,17447.02,17472.15,17408.68,17437.75,29986.37534
2023-01-11 12:00:00,17437.75,17437.75,17315.6,17332.43,49062.38496
2023-01-11 16:00:00,17331.9,17571.7,17320.42,17550.29,55789.51498
2023-01-11 20:00:00,17549.62,18000.0,17508.86,17943.26,65709.95565
2023-01-12 00:00:00,17943.26,18385.71,17907.25,18224.68,82494.53271
2023-01-12 04:00:00,18224.68,18241.43,18075.19,18138.22,37256.18339
2023-01-12 08:00:00,18138.21,18222.59,18071.06,18200.8,34254.13454
2023-01-12 12:00:00,18200.8,18380.47,17892.05,18086.62,130706.45782
2023-01-12 16:00:00,18087.28,19060.0,18054.61,18885.35,110884.4527
2023-01-12 20:00:00,18885.35,19117.04,18762.0,18846.62,58972.56062
2023-01-13 00:00:00,18846.62,18887.0,18714.12,18876.37,41728.30446
2023-01-13 04:00:00,18876.37,18883.79,18778.41,18824.25,33637.34382
2023-01-13 08:00:00,18825.0,19057.7,18810.01,18920.95,53635.34061
2023-01-13 12:00:00,18920.95,19310.91,18811.52,19261.19,84962.31802
2023-01-13 16:00:00,19261.19,19406.26,19060.15,19362.01,76088.31369
2023-01-13 20:00:00,19363.43,20000.0,19315.77,19930.01,78564.25763
2023-01-14 00:00:00,19930.01,21258.0,19888.05,20967.23,132906.52741
2023-01-14 04:00:00,20967.23,21033.64,20777.37,20897.36,44676.34594
2023-01-14 08:00:00,20897.36,21022.39,20225.06,20721.73,79770.25474
2023-01-14 12:00:00,20721.03,21200.0,20568.12,20786.74,70757.33684
2023-01-14 16:00:00,20785.85,20911.23,20660.0,20783.68,40261.90826
2023-01-14 20:00:00,20783.68,21072.27,20758.0,20954.92,25541.37632
2023-01-15 00:00:00,20952.76,21001.84,20551.01,20719.09,38036.35096
2023-01-15 04:00:00,20719.09,20789.58,20666.88,20735.69,20276.51594
2023-01-15 08:00:00,20735.69,20759.0,20573.13,20722.23,28650.05726
2023-01-15 12:00:00,20722.23,20994.05,20652.24,20908.28,32504.50894
2023-01-15 16:00:00,20906.97,21050.74,20665.0,20870.15,37663.66746
2023-01-15 20:00:00,20870.15,20952.37,20746.39,20871.5,21411.12493
2023-01-16 00:00:00,20872.99,21439.59,20770.2,21075.68,65696.37043
2023-01-16 04:00:00,21074.8,21260.0,21037.64,21109.23,32932.04546
2023-01-16 08:00:00,21109.4,21113.22,20666.0,20817.56,49457.76438
2023-01-16 12:00:00,20816.63,21053.89,20611.48,20994.17,50011.28024
2023-01-16 16:00:00,20995.37,21414.42,20916.43,21308.57,57585.03731
2023-01-16 20:00:00,21307.29,21474.05,21048.16,21185.65,37395.5848
2023-01-17 00:00:00,21185.65,21299.04,20841.31,21124.57,43454.76384
2023-01-17 04:00:00,21124.57,21236.62,21060.8,21133.65,27720.49973
2023-01-17 08:00:00,21133.65,21249.46,21082.48,21219.75,32766.90672
2023-01-17 12:00:00,21219.21,21647.45,21030.0,21176.06,87104.51182
2023-01-17 16:00:00,21176.06,21412.0,21084.0,21336.46,48658.53141
2023-01-17 20:00:00,21336.46,21413.15,21121.71,21134.81,35702.53057
2023-01-18 00:00:00,21132.29,21377.44,21103.15,21258.54,40301.19947
2023-01-18 04:00:00,21257.0,21320.0,21228.54,21307.94,26697.4268
2023-01-18 08:00:00,21307.94,21316.77,21151.0,21204.67,33225.41111
2023-01-18 12:00:00,21204.67,21650.0,20842.0,21042.73,97538.81068
2023-01-18 16:00:00,21042.73,21136.8,20407.15,20906.54,112546.34199
2023-01-18 20:00:00,20905.37,20938.67,20624.02,20677.47,40606.82944
2023-01-19 00:00:00,20677.47,20817.85,20659.19,20748.04,37267.51378
2023-01-19 04:00:00,20748.04,20874.81,20742.71,20818.95,28848.62637
2023-01-19 08:00:00,20818.94,20846.75,20706.9,20743.72,35522.44033
2023-01-19 12:00:00,20744.17,20960.23,20660.8,20876.44,61331.76023
2023-01-19 16:00:00,20876.44,21142.07,20791.13,21090.95,51508.95942
2023-01-19 20:00:00,21092.1,21192.0,20919.31,21071.59,36906.54912
2023-01-20 00:00:00,21071.59,21219.6,21013.96,21087.74,37141.33047
2023-01-20 04:00:00,21087.74,21127.33,20861.28,20959.44,38475.43025
2023-01-20 08:00:00,20958.43,20993.99,20898.79,20963.51,33292.86295
2023-01-20 12:00:00,20963.34,21247.55,20955.53,21144.77,63718.57309
2023-01-20 16:00:00,21145.05,21529.0,21140.99,21496.67,68762.00358
2023-01-20 20:00:00,21496.67,22755.93,21495.75,22667.21,96688.93625
2023-01-21 00:00:00,22666.0,22792.86,22422.0,22547.35,46689.92028
2023-01-21 04:00:00,22547.83,22670.0,22514.6,22638.36,31004.20655
2023-01-21 08:00:00,22638.36,23335.77,22595.23,22905.65,102373.50511
2023-01-21 12:00:00,22907.01,23280.0,22851.94,22998.9,60494.75835
2023-01-21 16:00:00,22998.9,23371.8,22980.0,23270.5,62208.75289
2023-01-21 20:00:00,23270.97,23299.55,22680.73,22783.55,43674.34114
2023-01-22 00:00:00,22783.35,22979.88,22602.55,22758.3,43093.66569
2023-01-22 04:00:00,22759.08,22967.33,22716.72,22895.2,29768.68658
2023-01-22 08:00:00,22895.49,22938.12,22726.02,22783.61,31739.4919
2023-01-22 12:00:00,22784.74,23078.71,22645.59,22794.51,49271.02796
2023-01-22 16:00:00,22794.63,22959.71,22687.13,22722.15,41105.52201
2023-01-22 20:00:00,22721.88,22773.89,22292.37,22707.88,58599.35872
2023-01-23 00:00:00,22706.02,22826.46,22646.43,22661.02,36139.99774
2023-01-23 04:00:00,22661.02,22794.33,22600.14,22695.9,33194.2653
2023-01-23 08:00:00,22696.61,22957.25,22662.38,22904.58,38266.29469
2023-01-23 12:00:00,22904.58,23115.0,22500.0,22853.14,80367.50864
2023-01-23 16:00:00,22855.44,23180.0,22654.0,22792.47,71278.43489
2023-01-23 20:00:00,22792.47,23044.56,22753.71,22916.45,34341.87812
2023-01-24 00:00:00,22917.81,23144.76,22864.67,23079.27,41432.57478
2023-01-24 04:00:00,23079.87,23162.2,23006.98,23054.08,34450.19326
2023-01-24 08:00:00,23054.7,23090.25,22770.0,22917.66,46085.15863
2023-01-24 12:00:00,22917.11,23035.31,22711.0,22931.36,64690.98641
2023-01-24 16:00:00,22931.36,23079.0,22785.59,23018.53,44205.31571
2023-01-24 20:00:00,23017.73,23080.45,22462.93,22632.89,62294.55375
2023-01-25 00:00:00,22631.94,22715.06,22300.0,22643.61,56101.10349
2023-01-25 04:00:00,22643.04,22772.0,22606.04,22712.45,30093.23392
2023-01-25 08:00:00,22711.85,22739.11,22475.0,22598.47,39000.61252
2023-01-25 12:00:00,22598.45,22745.0,22335.0,22577.86,70513.75269
2023-01-25 16:00:00,22578.79,22765.3,22510.0,22748.86,50906.47279
2023-01-25 20:00:00,22749.97,23816.73,22749.93,23060.94,99427.65682
2023-01-26 00:00:00,23060.42,23282.47,23041.14,23136.16,49167.22282
2023-01-26 04:00:00,23136.16,23197.8,22897.17,22966.73,45284.94138
2023-01-26 08:00:00,22965.81,23048.49,22850.01,22992.94,39326.2452
2023-01-26 12:00:00,22992.09,23250.0,22880.95,22958.02,81188.23496
2023-01-26 16:00:00,22955.16,23106.51,22853.81,23070.0,43604.15119
2023-01-26 20:00:00,23068.57,23195.0,22963.07,23009.65,30353.64026
2023-01-27 00:00:00,23009.65,23076.62,22534.88,22772.62,46182.87922
2023-01-27 04:00:00,22772.2,23100.0,22760.64,23072.77,38724.8656
2023-01-27 08:00:00,23072.29,23083.87,22903.03,22967.47,33552.11913
2023-01-27 12:00:00,22967.48,23148.0,22841.19,22933.96,62813.27522
2023-01-27 16:00:00,22932.2,23284.32,22924.01,23253.06,49014.72696
2023-01-27 20:00:00,23253.06,23500.0,22951.33,23074.16,50545.99702
2023-01-28 00:00:00,23074.16,23189.0,23042.54,23117.44,24315.1602
2023-01-28 04:00:00,23117.44,23133.4,22951.01,22991.51,24728.2785
2023-01-28 08:00:00,22991.86,23017.27,22905.0,22981.51,25675.38157
2023-01-28 12:00:00,22981.51,23044.12,22878.46,23012.54,33451.32025
2023-01-28 16:00:00,23012.02,23052.82,22975.0,23039.35,20431.10042
2023-01-28 20:00:00,23039.35,23042.91,22942.0,23022.6,19514.46991
2023-01-29 00:00:00,23021.4,23492.0,22967.76,23193.43,52580.79543
2023-01-29 04:00:00,23194.27,23268.51,23144.99,23203.86,24988.1288
2023-01-29 08:00:00,23203.39,23605.74,23153.64,23432.17,55739.69077
2023-01-29 12:00:00,23431.39,23666.0,23350.47,23525.09,54723.54894
2023-01-29 16:00:00,23525.09,23960.54,23472.0,23897.84,66296.44216
2023-01-29 20:00:00,23896.65,23910.6,23600.0,23742.3,41360.18594
2023-01-30 00:00:00,23743.37,23800.51,23567.1,23701.44,36904.38643
2023-01-30 04:00:00,23700.78,23769.32,23599.15,23642.81,31345.83274
2023-01-30 08:00:00,23642.81,23676.98,23017.0,23077.47,72543.62927
2023-01-30 12:00:00,23077.47,23301.82,22962.68,23178.51,58389.64648
2023-01-30 16:00:00,23178.51,23248.86,22627.9,22784.86,58798.23417
2023-01-30 20:00:00,22784.86,22840.69,22500.0,22826.15,44424.17212
2023-01-31 00:00:00,22827.38,22913.71,22714.77,22835.01,35131.51516
2023-01-31 04:00:00,22835.46,22989.48,22743.05,22978.24,35466.16773
2023-01-31 08:00:00,22978.24,22996.84,22810.03,22865.43,35127.03829
2023-01-31 12:00:00,22865.97,23206.84,22851.01,23121.8,64918.10238
2023-01-31 16:00:00,23121.8,23221.14,23081.08,23163.88,42055.90095
2023-01-31 20:00:00,23162.99,23320.0,22812.69,23125.13,51950.62458
2023-02-01 00:00:00,23125.13,23184.29,22997.1,23130.19,35705.95217
2023-02-01 04:00:00,23130.7,23167.39,23017.07,23076.68,32517.47391
2023-02-01 08:00:00,23076.67,23100.0,22919.33,23077.52,37238.66144
2023-02-01 12:00:00,23078.43,23144.85,22938.36,22979.73,53826.35919
2023-02-01 16:00:00,22979.73,23494.77,22760.23,23385.99,77933.60595
2023-02-01 20:00:00,23385.99,23812.66,23320.01,23732.66,73568.37005
2023-02-02 00:00:00,23731.41,24255.0,23690.02,23848.6,61426.43407
2023-02-02 04:00:00,23848.6,23921.1,23658.2,23781.12,36774.35541
2023-02-02 08:00:00,23780.65,23852.75,23750.0,23820.49,34341.7451
2023-02-02 12:00:00,23820.49,23945.68,23525.0,23839.5,83485.59583
2023-02-02 16:00:00,23839.5,24144.62,23725.76,23802.57,83227.45056
2023-02-02 20:00:00,23802.57,23924.81,23363.27,23488.94,64921.62654
2023-02-03 00:00:00,23489.33,23590.11,23411.47,23534.18,41608.93455
2023-02-03 04:00:00,23533.64,23566.18,23447.25,23456.23,34988.87578
2023-02-03 08:00:00,23456.22,23541.7,23322.3,23534.13,47896.72547
2023-02-03 12:00:00,23533.32,23710.8,23227.16,23603.36,102225.36461
2023-02-03 16:00:00,23604.62,23715.7,23300.76,23307.99,68730.83213
2023-02-03 20:00:00,23308.05,23472.0,23204.62,23431.9,37120.2965
2023-02-04 00:00:00,23431.9,23465.15,23331.16,23343.43,25040.05526
2023-02-04 04:00:00,23343.12,23361.33,23253.96,23329.18,24999.77578
2023-02-04 08:00:00,23329.18,23376.27,23292.19,23363.76,23614.83087
2023-02-04 12:00:00,23364.14,23587.78,23340.44,23421.45,41379.54799
2023-02-04 16:00:00,23421.45,23472.5,23358.57,23425.89,26883.53409
2023-02-04 20:00:00,23425.28,23449.96,23259.62,23326.84,24208.72896
2023-02-05 00:00:00,23327.66,23371.99,23230.0,23344.53,27050.82035
2023-02-05 04:00:00,23344.53,23433.33,23326.23,23377.4,20474.72317
2023-02-05 08:00:00,23377.03,23419.74,23345.0,23356.33,24127.72175
2023-02-05 12:00:00,23356.86,23374.8,23000.01,23096.16,51552.20203
2023-02-05 16:00:00,23096.92,23157.75,22743.0,22891.8,56584.15419
2023-02-05 20:00:00,22892.65,23030.0,22795.01,22932.91,29461.71768
2023-02-06 00:00:00,22932.91,23094.92,22823.0,22895.48,29572.88535
2023-02-06 04:00:00,22895.48,22928.2,22628.13,22879.69,39216.01093
2023-02-06 08:00:00,22880.91,22939.99,22735.46,22878.23,40012.24453
2023-02-06 12:00:00,22878.23,23054.66,22745.01,23041.39,58692.68023
2023-02-06 16:00:00,23042.86,23158.25,22921.25,23031.03,56494.24898
2023-02-06 20:00:00,23030.29,23032.13,22638.0,22762.52,41383.53688
2023-02-07 00:00:00,22762.52,22897.67,22745.78,22877.99,33497.36874
2023-02-07 04:00:00,22877.99,22986.71,22861.45,22910.91,36499.34993
2023-02-07 08:00:00,22910.91,23064.56,22862.85,22977.24,44279.99243
2023-02-07 12:00:00,22977.24,23042.0,22876.35,22904.89,52432.35114
2023-02-07 16:00:00,22904.89,23350.25,22769.05,23091.9,97115.49334
2023-02-07 20:00:00,23092.87,23309.29,23029.11,23240.46,44182.16924
2023-02-08 00:00:00,23242.42,23452.0,23225.19,23255.34,40305.77589
2023-02-08 04:00:00,23255.34,23287.3,23183.17,23232.68,31403.38319
2023-02-08 08:00:00,23233.23,23239.44,23132.21,23159.07,34433.80696
2023-02-08 12:00:00,23159.07,23199.58,22857.0,22872.28,65167.42448
2023-02-08 16:00:00,22871.28,23042.95,22665.85,22874.89,73007.67562
2023-02-08 20:00:00,22873.9,22980.3,22778.93,22963.0,35738.24103
2023-02-09 00:00:00,22961.85,23011.39,22424.48,22518.44,65154.16827
2023-02-09 04:00:00,22519.56,22737.48,22353.71,22676.41,55075.60069
2023-02-09 08:00:00,22676.41,22770.0,22663.32,22685.79,41696.32449
2023-02-09 12:00:00,22685.79,22831.41,22556.32,22610.94,74349.41042
2023-02-09 16:00:00,22610.94,22623.41,21881.0,22032.71,93051.2266
2023-02-09 20:00:00,22030.99,22084.46,21688.0,21796.35,73567.96503
2023-02-10 00:00:00,21797.83,21938.16,21756.0,21825.59,44103.28784
2023-02-10 04:00:00,21825.59,21926.2,21622.4,21911.71,57049.51366
2023-02-10 08:00:00,21910.61,21926.91,21713.96,21733.52,53475.20812
2023-02-10 12:00:00,21732.63,21901.24,21520.0,21654.09,79689.38726
2023-02-10 16:00:00,21652.75,21799.0,21558.13,21771.09,59831.97353
2023-02-10 20:00:00,21772.26,21790.92,21451.0,21625.19,44442.57206
2023-02-11 00:00:00,21625.19,21725.95,21599.78,21678.56,33397.4464
2023-02-11 04:00:00,21678.56,21715.38,21640.03,21692.63,26123.14402
2023-02-11 08:00:00,21692.63,21705.0,21658.01,21697.44,26681.07439
2023-02-11 12:00:00,21697.44,21777.54,21662.11,21735.78,33330.44499
2023-02-11 16:00:00,21735.78,21737.89,21618.23,21662.63,26494.56227
2023-02-11 20:00:00,21662.36,21906.32,21645.21,21862.55,30994.91226
2023-02-12 00:00:00,21862.02,21890.16,21766.0,21781.38,25750.93181
2023-02-12 04:00:00,21781.38,21817.15,21761.04,21798.42,24728.18422
2023-02-12 08:00:00,21798.42,21960.0,21798.01,21888.31,32585.21424
2023-02-12 12:00:00,21888.31,21995.6,21756.04,21945.3,41637.6802
2023-02-12 16:00:00,21944.14,22090.0,21914.07,21997.18,38167.26838
2023-02-12 20:00:00,21997.18,22028.78,21630.0,21783.54,41566.37278
2023-02-13 00:00:00,21782.37,21876.43,21622.47,21808.6,45008.5028
2023-02-13 04:00:00,21808.6,21894.99,21792.86,21867.69,29927.77153
2023-02-13 08:00:00,21867.74,21874.97,21433.0,21603.11,71030.04136
2023-02-13 12:00:00,21602.8,21701.34,21556.0,21563.02,51668.73309
2023-02-13 16:00:00,21561.84,21678.0,21351.07,21607.81,62803.51308
2023-02-13 20:00:00,21607.81,21845.79,21559.95,21773.97,35292.20605
2023-02-14 00:00:00,21774.63,21816.62,21677.47,21700.42,31230.75357
2023-02-14 04:00:00,21700.42,21789.46,21684.59,21768.48,31733.58592
2023-02-14 08:00:00,21767.56,21875.42,21666.39,21809.81,44954.45087
2023-02-14 12:00:00,21809.81,22319.08,21532.77,22041.45,136833.56633
2023-02-14 16:00:00,22040.52,22245.0,21917.31,22208.65,77894.26418
2023-02-14 20:00:00,22207.96,22285.0,22122.7,22199.84,39311.78022
2023-02-15 00:00:00,22199.84,22200.88,22047.28,22099.49,36360.45775
2023-02-15 04:00:00,22099.13,22199.29,22072.55,22109.89,32290.25159
2023-02-15 08:00:00,22109.89,22500.0,22089.11,22445.13,49264.71292
2023-02-15 12:00:00,22444.28,22916.98,22443.24,22809.46,100777.72923
2023-02-15 16:00:00,22809.46,23353.87,22745.03,23318.9,70218.08957
2023-02-15 20:00:00,23320.18,24380.0,23296.3,24324.05,86757.92005
2023-02-16 00:00:00,24322.87,24905.0,24278.58,24732.42,58850.15163
2023-02-16 04:00:00,24731.6,24756.35,24430.12,24612.95,48051.21682
2023-02-16 08:00:00,24611.51,24664.49,24509.07,24568.55,39484.86925
2023-02-16 12:00:00,24567.93,25091.0,24283.35,25072.67,101794.47626
2023-02-16 16:00:00,25072.67,25250.0,24606.14,24872.58,108806.09222
